"","month","day","year","temp"
"1149",2,22,1998,44
"1150",2,23,1998,41
"1151",2,24,1998,38
"1152",2,25,1998,40
"1153",2,26,1998,48
"1154",2,27,1998,46
"1155",2,28,1998,45
"1156",3,1,1998,42
"1157",3,2,1998,47
"1158",3,3,1998,45
"1159",3,4,1998,45
"1160",3,5,1998,42
"1161",3,6,1998,40
"1162",3,7,1998,44
"1163",3,8,1998,42
"1164",3,9,1998,47
"1165",3,10,1998,47
"1166",3,11,1998,29
"1167",3,12,1998,25
"1168",3,13,1998,29
"1169",3,14,1998,37
"1170",3,15,1998,38
"1171",3,16,1998,35
"1172",3,17,1998,37
"1173",3,18,1998,38
"1174",3,19,1998,38
"1175",3,20,1998,40
"1176",3,21,1998,38
"1177",3,22,1998,33
"1178",3,23,1998,38
"1179",3,24,1998,42
"1180",3,25,1998,41
"1181",3,26,1998,46
"1182",3,27,1998,63
"1183",3,28,1998,69
"1184",3,29,1998,67
"1185",3,30,1998,68
"1186",3,31,1998,72
"1187",4,1,1998,59
"1188",4,2,1998,52
"1189",4,3,1998,52
"1190",4,4,1998,47
"1191",4,5,1998,43
"1192",4,6,1998,49
"1193",4,7,1998,53
"1194",4,8,1998,52
"1195",4,9,1998,46
"1196",4,10,1998,45
"1197",4,11,1998,51
"1198",4,12,1998,49
"1199",4,13,1998,54
"1200",4,14,1998,56
"1201",4,15,1998,51
"1202",4,16,1998,51
"1203",4,17,1998,57
"1204",4,18,1998,56
"1205",4,19,1998,53
"1206",4,20,1998,51
"1207",4,21,1998,57
"1208",4,22,1998,56
"1209",4,23,1998,52
"1210",4,24,1998,55
"1211",4,25,1998,60
"1212",4,26,1998,51
"1213",4,27,1998,47
"1214",4,28,1998,51
"1215",4,29,1998,59
"1216",4,30,1998,64
"1217",5,1,1998,62
"1218",5,2,1998,60
"1219",5,3,1998,56
"1220",5,4,1998,57
"1221",5,5,1998,57
"1222",5,6,1998,57
"1223",5,7,1998,59
"1224",5,8,1998,55
"1225",5,9,1998,57
"1226",5,10,1998,56
"1227",5,11,1998,54
"1228",5,12,1998,56
"1229",5,13,1998,52
"1230",5,14,1998,55
"1231",5,15,1998,64
"1232",5,16,1998,72
"1233",5,17,1998,61
"1234",5,18,1998,67
"1235",5,19,1998,75
"1236",5,20,1998,68
"1237",5,21,1998,70
"1238",5,22,1998,61
"1239",5,23,1998,62
"1240",5,24,1998,70
"1241",5,25,1998,66
"1242",5,26,1998,67
"1243",5,27,1998,69
"1244",5,28,1998,72
"1245",5,29,1998,75
"1246",5,30,1998,75
"1247",5,31,1998,73
"1248",6,1,1998,68
"1249",6,2,1998,64
"1250",6,3,1998,64
"1251",6,4,1998,61
"1252",6,5,1998,62
"1253",6,6,1998,63
"1254",6,7,1998,62
"1255",6,8,1998,59
"1256",6,9,1998,63
"1257",6,10,1998,63
"1258",6,11,1998,64
"1259",6,12,1998,64
"1260",6,13,1998,64
"1261",6,14,1998,65
"1262",6,15,1998,68
"1263",6,16,1998,72
"1264",6,17,1998,75
"1265",6,18,1998,74
"1266",6,19,1998,76
"1267",6,20,1998,77
"1268",6,21,1998,74
"1269",6,22,1998,68
"1270",6,23,1998,70
"1271",6,24,1998,74
"1272",6,25,1998,81
"1273",6,26,1998,86
"1274",6,27,1998,79
"1275",6,28,1998,70
"1276",6,29,1998,70
"1277",6,30,1998,76
"1278",7,1,1998,72
"1279",7,2,1998,71
"1280",7,3,1998,76
"1281",7,4,1998,77
"1282",7,5,1998,74
"1283",7,6,1998,72
"1284",7,7,1998,72
"1285",7,8,1998,69
"1286",7,9,1998,71
"1287",7,10,1998,77
"1288",7,11,1998,72
"1289",7,12,1998,75
"1290",7,13,1998,78
"1291",7,14,1998,78
"1292",7,15,1998,79
"1293",7,16,1998,80
"1294",7,17,1998,80
"1295",7,18,1998,79
"1296",7,19,1998,77
"1297",7,20,1998,81
"1298",7,21,1998,82
"1299",7,22,1998,86
"1300",7,23,1998,85
"1301",7,24,1998,80
"1302",7,25,1998,76
"1303",7,26,1998,76
"1304",7,27,1998,77
"1305",7,28,1998,78
"1306",7,29,1998,81
"1307",7,30,1998,80
"1308",7,31,1998,73
"1309",8,1,1998,73
"1310",8,2,1998,75
"1311",8,3,1998,76
"1312",8,4,1998,77
"1313",8,5,1998,78
"1314",8,6,1998,78
"1315",8,7,1998,76
"1316",8,8,1998,75
"1317",8,9,1998,78
"1318",8,10,1998,78
"1319",8,11,1998,79
"1320",8,12,1998,77
"1321",8,13,1998,72
"1322",8,14,1998,73
"1323",8,15,1998,76
"1324",8,16,1998,83
"1325",8,17,1998,75
"1326",8,18,1998,76
"1327",8,19,1998,68
"1328",8,20,1998,69
"1329",8,21,1998,74
"1330",8,22,1998,75
"1331",8,23,1998,77
"1332",8,24,1998,83
"1333",8,25,1998,85
"1334",8,26,1998,79
"1335",8,27,1998,78
"1336",8,28,1998,76
"1337",8,29,1998,78
"1338",8,30,1998,80
"1339",8,31,1998,78
"1340",9,1,1998,74
"1341",9,2,1998,73
"1342",9,3,1998,70
"1343",9,4,1998,74
"1344",9,5,1998,73
"1345",9,6,1998,80
"1346",9,7,1998,80
"1347",9,8,1998,68
"1348",9,9,1998,62
"1349",9,10,1998,64
"1350",9,11,1998,68
"1351",9,12,1998,76
"1352",9,13,1998,75
"1353",9,14,1998,72
"1354",9,15,1998,75
"1355",9,16,1998,79
"1356",9,17,1998,72
"1357",9,18,1998,69
"1358",9,19,1998,68
"1359",9,20,1998,72
"1360",9,21,1998,75
"1361",9,22,1998,73
"1362",9,23,1998,61
"1363",9,24,1998,60
"1364",9,25,1998,65
"1365",9,26,1998,69
"1366",9,27,1998,78
"1367",9,28,1998,73
"1368",9,29,1998,64
"1369",9,30,1998,66
"1370",10,1,1998,70
"1371",10,2,1998,58
"1372",10,3,1998,57
"1373",10,4,1998,54
"1374",10,5,1998,61
"1375",10,6,1998,56
"1376",10,7,1998,56
"1377",10,8,1998,65
"1378",10,9,1998,63
"1379",10,10,1998,59
"1380",10,11,1998,64
"1381",10,12,1998,61
"1382",10,13,1998,59
"1383",10,14,1998,62
"1384",10,15,1998,57
"1385",10,16,1998,58
"1386",10,17,1998,58
"1387",10,18,1998,63
"1388",10,19,1998,67
"1389",10,20,1998,60
"1390",10,21,1998,55
"1391",10,22,1998,49
"1392",10,23,1998,51
"1393",10,24,1998,61
"1394",10,25,1998,64
"1395",10,26,1998,60
"1396",10,27,1998,55
"1397",10,28,1998,56
"1398",10,29,1998,55
"1399",10,30,1998,51
"1400",10,31,1998,50
"1401",11,1,1998,49
"1402",11,2,1998,52
"1403",11,3,1998,46
"1404",11,4,1998,44
"1405",11,5,1998,43
"1406",11,6,1998,42
"1407",11,7,1998,44
"1408",11,8,1998,45
"1409",11,9,1998,48
"1410",11,10,1998,48
"1411",11,11,1998,57
"1412",11,12,1998,50
"1413",11,13,1998,50
"1414",11,14,1998,51
"1415",11,15,1998,53
"1416",11,16,1998,48
"1417",11,17,1998,49
"1418",11,18,1998,44
"1419",11,19,1998,45
"1420",11,20,1998,54
"1421",11,21,1998,47
"1422",11,22,1998,42
"1423",11,23,1998,47
"1424",11,24,1998,55
"1425",11,25,1998,45
"1426",11,26,1998,50
"1427",11,27,1998,47
"1428",11,28,1998,50
"1429",11,29,1998,52
"1430",11,30,1998,51
"1431",12,1,1998,56
"1432",12,2,1998,54
"1433",12,3,1998,59
"1434",12,4,1998,65
"1435",12,5,1998,56
"1436",12,6,1998,54
"1437",12,7,1998,61
"1438",12,8,1998,50
"1439",12,9,1998,45
"1440",12,10,1998,45
"1441",12,11,1998,44
"1442",12,12,1998,41
"1443",12,13,1998,44
"1444",12,14,1998,41
"1445",12,15,1998,41
"1446",12,16,1998,45
"1447",12,17,1998,44
"1448",12,18,1998,37
"1449",12,19,1998,42
"1450",12,20,1998,48
"1451",12,21,1998,47
"1452",12,22,1998,50
"1453",12,23,1998,24
"1454",12,24,1998,-99
"1455",12,25,1998,-99
"1456",12,26,1998,30
"1457",12,27,1998,33
"1458",12,28,1998,40
"1459",12,29,1998,39
"1460",12,30,1998,-99
"1461",12,31,1998,-99
"1462",1,1,1999,25
"1463",1,2,1999,15
"1464",1,3,1999,35
"1465",1,4,1999,30
"1466",1,5,1999,22
"1467",1,6,1999,25
"1468",1,7,1999,33
"1469",1,8,1999,25
"1470",1,9,1999,37
"1471",1,10,1999,-99
"1472",1,11,1999,24
"1473",1,12,1999,35
"1474",1,13,1999,44
"1475",1,14,1999,20
"1476",1,15,1999,29
"1477",1,16,1999,30
"1478",1,17,1999,45
"1479",1,18,1999,45
"1480",1,19,1999,44
"1481",1,20,1999,43
"1482",1,21,1999,39
"1483",1,22,1999,40
"1484",1,23,1999,39
"1485",1,24,1999,52
"1486",1,25,1999,39
"1487",1,26,1999,35
"1488",1,27,1999,39
"1489",1,28,1999,37
"1490",1,29,1999,35
"1491",1,30,1999,30
"1492",1,31,1999,23
"1493",2,1,1999,31
"1494",2,2,1999,43
"1495",2,3,1999,48
"1496",2,4,1999,43
"1497",2,5,1999,40
"1498",2,6,1999,36
"1499",2,7,1999,39
"1500",2,8,1999,34
"1501",2,9,1999,36
"1502",2,10,1999,44
"1503",2,11,1999,41
"1504",2,12,1999,48
"1505",2,13,1999,38
"1506",2,14,1999,27
"1507",2,15,1999,31
"1508",2,16,1999,42
"1509",2,17,1999,40
"1510",2,18,1999,41
"1511",2,19,1999,38
"1512",2,20,1999,36
"1513",2,21,1999,31
"1514",2,22,1999,24
"1515",2,23,1999,20
"1516",2,24,1999,29
"1517",2,25,1999,32
"1518",2,26,1999,35
"1519",2,27,1999,40
"1520",2,28,1999,44
"1521",3,1,1999,42
"1522",3,2,1999,40
"1523",3,3,1999,46
"1524",3,4,1999,43
"1525",3,5,1999,35
"1526",3,6,1999,40
"1527",3,7,1999,33
"1528",3,8,1999,25
"1529",3,9,1999,28
"1530",3,10,1999,33
"1531",3,11,1999,33
"1532",3,12,1999,30
"1533",3,13,1999,35
"1534",3,14,1999,36
"1535",3,15,1999,35
"1536",3,16,1999,39
"1537",3,17,1999,51
"1538",3,18,1999,59
"1539",3,19,1999,43
"1540",3,20,1999,40
"1541",3,21,1999,42
"1542",3,22,1999,46
"1543",3,23,1999,43
"1544",3,24,1999,48
"1545",3,25,1999,47
"1546",3,26,1999,40
"1547",3,27,1999,43
"1548",3,28,1999,44
"1549",3,29,1999,52
"1550",3,30,1999,54
"1551",3,31,1999,59
"1552",4,1,1999,59
"1553",4,2,1999,56
"1554",4,3,1999,49
"1555",4,4,1999,53
"1556",4,5,1999,45
"1557",4,6,1999,53
"1558",4,7,1999,56
"1559",4,8,1999,65
"1560",4,9,1999,55
"1561",4,10,1999,48
"1562",4,11,1999,45
"1563",4,12,1999,44
"1564",4,13,1999,49
"1565",4,14,1999,53
"1566",4,15,1999,58
"1567",4,16,1999,51
"1568",4,17,1999,50
"1569",4,18,1999,52
"1570",4,19,1999,53
"1571",4,20,1999,49
"1572",4,21,1999,52
"1573",4,22,1999,53
"1574",4,23,1999,52
"1575",4,24,1999,48
"1576",4,25,1999,51
"1577",4,26,1999,61
"1578",4,27,1999,56
"1579",4,28,1999,54
"1580",4,29,1999,57
"1581",4,30,1999,53
"1582",5,1,1999,54
"1583",5,2,1999,55
"1584",5,3,1999,56
"1585",5,4,1999,56
"1586",5,5,1999,62
"1587",5,6,1999,60
"1588",5,7,1999,56
"1589",5,8,1999,55
"1590",5,9,1999,62
"1591",5,10,1999,63
"1592",5,11,1999,60
"1593",5,12,1999,61
"1594",5,13,1999,61
"1595",5,14,1999,55
"1596",5,15,1999,57
"1597",5,16,1999,57
"1598",5,17,1999,60
"1599",5,18,1999,60
"1600",5,19,1999,61
"1601",5,20,1999,63
"1602",5,21,1999,65
"1603",5,22,1999,68
"1604",5,23,1999,62
"1605",5,24,1999,61
"1606",5,25,1999,62
"1607",5,26,1999,66
"1608",5,27,1999,63
"1609",5,28,1999,68
"1610",5,29,1999,74
"1611",5,30,1999,77
"1612",5,31,1999,76
"1613",6,1,1999,75
"1614",6,2,1999,80
"1615",6,3,1999,78
"1616",6,4,1999,70
"1617",6,5,1999,69
"1618",6,6,1999,68
"1619",6,7,1999,81
"1620",6,8,1999,86
"1621",6,9,1999,78
"1622",6,10,1999,66
"1623",6,11,1999,64
"1624",6,12,1999,65
"1625",6,13,1999,68
"1626",6,14,1999,72
"1627",6,15,1999,74
"1628",6,16,1999,66
"1629",6,17,1999,64
"1630",6,18,1999,64
"1631",6,19,1999,70
"1632",6,20,1999,68
"1633",6,21,1999,63
"1634",6,22,1999,71
"1635",6,23,1999,78
"1636",6,24,1999,79
"1637",6,25,1999,74
"1638",6,26,1999,81
"1639",6,27,1999,83
"1640",6,28,1999,80
"1641",6,29,1999,82
"1642",6,30,1999,74
"1643",7,1,1999,73
"1644",7,2,1999,79
"1645",7,3,1999,81
"1646",7,4,1999,85
"1647",7,5,1999,91
"1648",7,6,1999,92
"1649",7,7,1999,86
"1650",7,8,1999,80
"1651",7,9,1999,77
"1652",7,10,1999,81
"1653",7,11,1999,72
"1654",7,12,1999,72
"1655",7,13,1999,70
"1656",7,14,1999,70
"1657",7,15,1999,74
"1658",7,16,1999,83
"1659",7,17,1999,87
"1660",7,18,1999,88
"1661",7,19,1999,84
"1662",7,20,1999,78
"1663",7,21,1999,75
"1664",7,22,1999,76
"1665",7,23,1999,79
"1666",7,24,1999,85
"1667",7,25,1999,87
"1668",7,26,1999,84
"1669",7,27,1999,83
"1670",7,28,1999,86
"1671",7,29,1999,83
"1672",7,30,1999,81
"1673",7,31,1999,81
"1674",8,1,1999,84
"1675",8,2,1999,82
"1676",8,3,1999,78
"1677",8,4,1999,78
"1678",8,5,1999,77
"1679",8,6,1999,78
"1680",8,7,1999,78
"1681",8,8,1999,78
"1682",8,9,1999,74
"1683",8,10,1999,71
"1684",8,11,1999,76
"1685",8,12,1999,77
"1686",8,13,1999,79
"1687",8,14,1999,77
"1688",8,15,1999,74
"1689",8,16,1999,74
"1690",8,17,1999,77
"1691",8,18,1999,81
"1692",8,19,1999,75
"1693",8,20,1999,71
"1694",8,21,1999,62
"1695",8,22,1999,65
"1696",8,23,1999,72
"1697",8,24,1999,77
"1698",8,25,1999,75
"1699",8,26,1999,73
"1700",8,27,1999,74
"1701",8,28,1999,79
"1702",8,29,1999,81
"1703",8,30,1999,66
"1704",8,31,1999,68
"1705",9,1,1999,69
"1706",9,2,1999,71
"1707",9,3,1999,72
"1708",9,4,1999,72
"1709",9,5,1999,73
"1710",9,6,1999,77
"1711",9,7,1999,76
"1712",9,8,1999,76
"1713",9,9,1999,76
"1714",9,10,1999,73
"1715",9,11,1999,72
"1716",9,12,1999,73
"1717",9,13,1999,72
"1718",9,14,1999,71
"1719",9,15,1999,71
"1720",9,16,1999,69
"1721",9,17,1999,64
"1722",9,18,1999,65
"1723",9,19,1999,68
"1724",9,20,1999,68
"1725",9,21,1999,65
"1726",9,22,1999,55
"1727",9,23,1999,59
"1728",9,24,1999,67
"1729",9,25,1999,69
"1730",9,26,1999,62
"1731",9,27,1999,66
"1732",9,28,1999,69
"1733",9,29,1999,71
"1734",9,30,1999,68
"1735",10,1,1999,63
"1736",10,2,1999,65
"1737",10,3,1999,67
"1738",10,4,1999,65
"1739",10,5,1999,50
"1740",10,6,1999,55
"1741",10,7,1999,48
"1742",10,8,1999,53
"1743",10,9,1999,63
"1744",10,10,1999,64
"1745",10,11,1999,67
"1746",10,12,1999,59
"1747",10,13,1999,62
"1748",10,14,1999,58
"1749",10,15,1999,51
"1750",10,16,1999,59
"1751",10,17,1999,64
"1752",10,18,1999,58
"1753",10,19,1999,48
"1754",10,20,1999,54
"1755",10,21,1999,54
"1756",10,22,1999,55
"1757",10,23,1999,52
"1758",10,24,1999,49
"1759",10,25,1999,50
"1760",10,26,1999,56
"1761",10,27,1999,56
"1762",10,28,1999,48
"1763",10,29,1999,57
"1764",10,30,1999,58
"1765",10,31,1999,61
"1766",11,1,1999,62
"1767",11,2,1999,61
"1768",11,3,1999,55
"1769",11,4,1999,45
"1770",11,5,1999,53
"1771",11,6,1999,59
"1772",11,7,1999,49
"1773",11,8,1999,41
"1774",11,9,1999,51
"1775",11,10,1999,64
"1776",11,11,1999,53
"1777",11,12,1999,42
"1778",11,13,1999,51
"1779",11,14,1999,52
"1780",11,15,1999,45
"1781",11,16,1999,38
"1782",11,17,1999,38
"1783",11,18,1999,42
"1784",11,19,1999,51
"1785",11,20,1999,57
"1786",11,21,1999,57
"1787",11,22,1999,53
"1788",11,23,1999,55
"1789",11,24,1999,59
"1790",11,25,1999,54
"1791",11,26,1999,54
"1792",11,27,1999,57
"1793",11,28,1999,49
"1794",11,29,1999,44
"1795",11,30,1999,36
"1796",12,1,1999,30
"1797",12,2,1999,35
"1798",12,3,1999,46
"1799",12,4,1999,54
"1800",12,5,1999,54
"1801",12,6,1999,55
"1802",12,7,1999,49
"1803",12,8,1999,42
"1804",12,9,1999,46
"1805",12,10,1999,49
"1806",12,11,1999,44
"1807",12,12,1999,40
"1808",12,13,1999,41
"1809",12,14,1999,43
"1810",12,15,1999,45
"1811",12,16,1999,47
"1812",12,17,1999,40
"1813",12,18,1999,40
"1814",12,19,1999,36
"1815",12,20,1999,40
"1816",12,21,1999,50
"1817",12,22,1999,37
"1818",12,23,1999,36
"1819",12,24,1999,29
"1820",12,25,1999,24
"1821",12,26,1999,30
"1822",12,27,1999,33
"1823",12,28,1999,27
"1824",12,29,1999,31
"1825",12,30,1999,40
"1826",12,31,1999,39
"1827",1,1,2000,39
"1828",1,2,2000,47
"1829",1,3,2000,57
"1830",1,4,2000,52
"1831",1,5,2000,43
"1832",1,6,2000,33
"1833",1,7,2000,42
"1834",1,8,2000,35
"1835",1,9,2000,42
"1836",1,10,2000,47
"1837",1,11,2000,49
"1838",1,12,2000,43
"1839",1,13,2000,36
"1840",1,14,2000,20
"1841",1,15,2000,21
"1842",1,16,2000,36
"1843",1,17,2000,18
"1844",1,18,2000,10
"1845",1,19,2000,19
"1846",1,20,2000,26
"1847",1,21,2000,20
"1848",1,22,2000,13
"1849",1,23,2000,21
"1850",1,24,2000,30
"1851",1,25,2000,29
"1852",1,26,2000,27
"1853",1,27,2000,19
"1854",1,28,2000,15
"1855",1,29,2000,24
"1856",1,30,2000,28
"1857",1,31,2000,33
"1858",2,1,2000,31
"1859",2,2,2000,27
"1860",2,3,2000,27
"1861",2,4,2000,28
"1862",2,5,2000,31
"1863",2,6,2000,32
"1864",2,7,2000,36
"1865",2,8,2000,27
"1866",2,9,2000,33
"1867",2,10,2000,41
"1868",2,11,2000,39
"1869",2,12,2000,29
"1870",2,13,2000,30
"1871",2,14,2000,43
"1872",2,15,2000,38
"1873",2,16,2000,40
"1874",2,17,2000,34
"1875",2,18,2000,30
"1876",2,19,2000,31
"1877",2,20,2000,34
"1878",2,21,2000,37
"1879",2,22,2000,40
"1880",2,23,2000,43
"1881",2,24,2000,54
"1882",2,25,2000,47
"1883",2,26,2000,40
"1884",2,27,2000,42
"1885",2,28,2000,48
"1886",2,29,2000,43
"1887",3,1,2000,43
"1888",3,2,2000,44
"1889",3,3,2000,38
"1890",3,4,2000,40
"1891",3,5,2000,47
"1892",3,6,2000,45
"1893",3,7,2000,50
"1894",3,8,2000,51
"1895",3,9,2000,50
"1896",3,10,2000,55
"1897",3,11,2000,42
"1898",3,12,2000,42
"1899",3,13,2000,38
"1900",3,14,2000,44
"1901",3,15,2000,49
"1902",3,16,2000,57
"1903",3,17,2000,42
"1904",3,18,2000,29
"1905",3,19,2000,34
"1906",3,20,2000,39
"1907",3,21,2000,40
"1908",3,22,2000,42
"1909",3,23,2000,46
"1910",3,24,2000,54
"1911",3,25,2000,54
"1912",3,26,2000,56
"1913",3,27,2000,52
"1914",3,28,2000,54
"1915",3,29,2000,50
"1916",3,30,2000,49
"1917",3,31,2000,47
"1918",4,1,2000,50
"1919",4,2,2000,55
"1920",4,3,2000,59
"1921",4,4,2000,58
"1922",4,5,2000,46
"1923",4,6,2000,51
"1924",4,7,2000,57
"1925",4,8,2000,57
"1926",4,9,2000,43
"1927",4,10,2000,45
"1928",4,11,2000,41
"1929",4,12,2000,44
"1930",4,13,2000,43
"1931",4,14,2000,46
"1932",4,15,2000,49
"1933",4,16,2000,59
"1934",4,17,2000,50
"1935",4,18,2000,43
"1936",4,19,2000,48
"1937",4,20,2000,53
"1938",4,21,2000,48
"1939",4,22,2000,46
"1940",4,23,2000,46
"1941",4,24,2000,54
"1942",4,25,2000,52
"1943",4,26,2000,45
"1944",4,27,2000,43
"1945",4,28,2000,50
"1946",4,29,2000,53
"1947",4,30,2000,57
"1948",5,1,2000,55
"1949",5,2,2000,59
"1950",5,3,2000,58
"1951",5,4,2000,57
"1952",5,5,2000,67
"1953",5,6,2000,76
"1954",5,7,2000,74
"1955",5,8,2000,78
"1956",5,9,2000,82
"1957",5,10,2000,65
"1958",5,11,2000,60
"1959",5,12,2000,63
"1960",5,13,2000,57
"1961",5,14,2000,62
"1962",5,15,2000,61
"1963",5,16,2000,60
"1964",5,17,2000,63
"1965",5,18,2000,65
"1966",5,19,2000,59
"1967",5,20,2000,48
"1968",5,21,2000,52
"1969",5,22,2000,55
"1970",5,23,2000,53
"1971",5,24,2000,67
"1972",5,25,2000,68
"1973",5,26,2000,67
"1974",5,27,2000,64
"1975",5,28,2000,62
"1976",5,29,2000,60
"1977",5,30,2000,56
"1978",5,31,2000,57
"1979",6,1,2000,68
"1980",6,2,2000,78
"1981",6,3,2000,69
"1982",6,4,2000,67
"1983",6,5,2000,62
"1984",6,6,2000,57
"1985",6,7,2000,57
"1986",6,8,2000,70
"1987",6,9,2000,78
"1988",6,10,2000,84
"1989",6,11,2000,86
"1990",6,12,2000,66
"1991",6,13,2000,57
"1992",6,14,2000,57
"1993",6,15,2000,61
"1994",6,16,2000,74
"1995",6,17,2000,82
"1996",6,18,2000,70
"1997",6,19,2000,66
"1998",6,20,2000,72
"1999",6,21,2000,74
"2000",6,22,2000,76
"2001",6,23,2000,77
"2002",6,24,2000,75
"2003",6,25,2000,77
"2004",6,26,2000,80
"2005",6,27,2000,81
"2006",6,28,2000,74
"2007",6,29,2000,70
"2008",6,30,2000,71
"2009",7,1,2000,73
"2010",7,2,2000,77
"2011",7,3,2000,77
"2012",7,4,2000,75
"2013",7,5,2000,78
"2014",7,6,2000,72
"2015",7,7,2000,70
"2016",7,8,2000,69
"2017",7,9,2000,74
"2018",7,10,2000,80
"2019",7,11,2000,76
"2020",7,12,2000,74
"2021",7,13,2000,77
"2022",7,14,2000,73
"2023",7,15,2000,69
"2024",7,16,2000,71
"2025",7,17,2000,73
"2026",7,18,2000,78
"2027",7,19,2000,69
"2028",7,20,2000,67
"2029",7,21,2000,73
"2030",7,22,2000,74
"2031",7,23,2000,73
"2032",7,24,2000,73
"2033",7,25,2000,71
"2034",7,26,2000,67
"2035",7,27,2000,68
"2036",7,28,2000,68
"2037",7,29,2000,70
"2038",7,30,2000,70
"2039",7,31,2000,71
"2040",8,1,2000,68
"2041",8,2,2000,76
"2042",8,3,2000,80
"2043",8,4,2000,75
"2044",8,5,2000,74
"2045",8,6,2000,74
"2046",8,7,2000,81
"2047",8,8,2000,84
"2048",8,9,2000,84
"2049",8,10,2000,80
"2050",8,11,2000,77
"2051",8,12,2000,70
"2052",8,13,2000,68
"2053",8,14,2000,67
"2054",8,15,2000,70
"2055",8,16,2000,77
"2056",8,17,2000,71
"2057",8,18,2000,67
"2058",8,19,2000,68
"2059",8,20,2000,69
"2060",8,21,2000,67
"2061",8,22,2000,71
"2062",8,23,2000,70
"2063",8,24,2000,74
"2064",8,25,2000,74
"2065",8,26,2000,74
"2066",8,27,2000,76
"2067",8,28,2000,74
"2068",8,29,2000,71
"2069",8,30,2000,70
"2070",8,31,2000,75
"2071",9,1,2000,78
"2072",9,2,2000,78
"2073",9,3,2000,78
"2074",9,4,2000,76
"2075",9,5,2000,61
"2076",9,6,2000,62
"2077",9,7,2000,65
"2078",9,8,2000,68
"2079",9,9,2000,74
"2080",9,10,2000,73
"2081",9,11,2000,72
"2082",9,12,2000,75
"2083",9,13,2000,75
"2084",9,14,2000,71
"2085",9,15,2000,70
"2086",9,16,2000,62
"2087",9,17,2000,62
"2088",9,18,2000,68
"2089",9,19,2000,69
"2090",9,20,2000,74
"2091",9,21,2000,75
"2092",9,22,2000,65
"2093",9,23,2000,64
"2094",9,24,2000,70
"2095",9,25,2000,60
"2096",9,26,2000,55
"2097",9,27,2000,58
"2098",9,28,2000,63
"2099",9,29,2000,52
"2100",9,30,2000,57
"2101",10,1,2000,62
"2102",10,2,2000,63
"2103",10,3,2000,70
"2104",10,4,2000,69
"2105",10,5,2000,63
"2106",10,6,2000,66
"2107",10,7,2000,58
"2108",10,8,2000,50
"2109",10,9,2000,47
"2110",10,10,2000,45
"2111",10,11,2000,56
"2112",10,12,2000,62
"2113",10,13,2000,65
"2114",10,14,2000,69
"2115",10,15,2000,71
"2116",10,16,2000,62
"2117",10,17,2000,54
"2118",10,18,2000,57
"2119",10,19,2000,58
"2120",10,20,2000,58
"2121",10,21,2000,62
"2122",10,22,2000,60
"2123",10,23,2000,52
"2124",10,24,2000,58
"2125",10,25,2000,62
"2126",10,26,2000,61
"2127",10,27,2000,59
"2128",10,28,2000,59
"2129",10,29,2000,42
"2130",10,30,2000,42
"2131",10,31,2000,48
"2132",11,1,2000,50
"2133",11,2,2000,53
"2134",11,3,2000,57
"2135",11,4,2000,60
"2136",11,5,2000,52
"2137",11,6,2000,49
"2138",11,7,2000,49
"2139",11,8,2000,51
"2140",11,9,2000,56
"2141",11,10,2000,57
"2142",11,11,2000,53
"2143",11,12,2000,49
"2144",11,13,2000,46
"2145",11,14,2000,53
"2146",11,15,2000,43
"2147",11,16,2000,43
"2148",11,17,2000,49
"2149",11,18,2000,41
"2150",11,19,2000,39
"2151",11,20,2000,39
"2152",11,21,2000,36
"2153",11,22,2000,31
"2154",11,23,2000,30
"2155",11,24,2000,30
"2156",11,25,2000,34
"2157",11,26,2000,45
"2158",11,27,2000,49
"2159",11,28,2000,48
"2160",11,29,2000,45
"2161",11,30,2000,41
"2162",12,1,2000,37
"2163",12,2,2000,32
"2164",12,3,2000,28
"2165",12,4,2000,34
"2166",12,5,2000,40
"2167",12,6,2000,31
"2168",12,7,2000,30
"2169",12,8,2000,29
"2170",12,9,2000,31
"2171",12,10,2000,32
"2172",12,11,2000,40
"2173",12,12,2000,44
"2174",12,13,2000,27
"2175",12,14,2000,37
"2176",12,15,2000,37
"2177",12,16,2000,39
"2178",12,17,2000,54
"2179",12,18,2000,33
"2180",12,19,2000,33
"2181",12,20,2000,33
"2182",12,21,2000,28
"2183",12,22,2000,31
"2184",12,23,2000,22
"2185",12,24,2000,28
"2186",12,25,2000,23
"2187",12,26,2000,20
"2188",12,27,2000,26
"2189",12,28,2000,25
"2190",12,29,2000,23
"2191",12,30,2000,28
"2192",12,31,2000,27
"2193",1,1,2001,27
"2194",1,2,2001,24
"2195",1,3,2001,25
"2196",1,4,2001,30
"2197",1,5,2001,29
"2198",1,6,2001,33
"2199",1,7,2001,34
"2200",1,8,2001,35
"2201",1,9,2001,32
"2202",1,10,2001,27
"2203",1,11,2001,36
"2204",1,12,2001,37
"2205",1,13,2001,33
"2206",1,14,2001,37
"2207",1,15,2001,37
"2208",1,16,2001,39
"2209",1,17,2001,40
"2210",1,18,2001,35
"2211",1,19,2001,36
"2212",1,20,2001,35
"2213",1,21,2001,28
"2214",1,22,2001,29
"2215",1,23,2001,31
"2216",1,24,2001,36
"2217",1,25,2001,36
"2218",1,26,2001,27
"2219",1,27,2001,34
"2220",1,28,2001,33
"2221",1,29,2001,32
"2222",1,30,2001,41
"2223",1,31,2001,46
